"","person_code","perceiver.id","target.id","Knowing","Liking","Meta_Liking","Friend","Leader"
"1","AN09DI",4,65,2,4,4,2,2
"2","AN09DI",4,64,2,4,3,2,2
"3","AN09DI",4,43,3,4,4,2,2
"4","AN09DI",4,42,4,5,5,2,2
"5","AN09DI",4,21,2,3,3,2,2
"6","AN09DI",4,73,1,NA,NA,NA,NA
"7","AN09DI",4,63,2,3,3,2,2
"8","AN09DI",4,12,4,5,5,2,2
"9","AN09DI",4,55,3,5,5,2,2
"10","AN09DI",4,34,2,2,2,2,2
"11","AN09DI",4,33,2,5,5,2,2
"12","AN09DI",4,56,2,3,4,2,2
"13","AN09DI",4,35,3,5,4,2,2
"14","AN09DI",4,14,2,4,4,2,1
"15","AN09DI",4,13,3,4,4,2,2
"16","AN09DI",4,72,3,5,5,2,2
"17","AN09DI",4,32,2,3,3,2,2
"18","AN09DI",4,11,2,3,3,2,2
"19","AN09DI",4,54,2,1,1,2,2
"20","AN09DI",4,24,3,3,3,2,2
"21","AN09DI",4,3,2,3,4,2,2
"22","AN09DI",4,46,2,4,4,2,1
"23","AN09DI",4,25,2,3,3,2,2
"24","AN09DI",4,4,NA,NA,NA,NA,NA
"25","AN09DI",4,47,2,2,3,2,2
"26","AN09DI",4,26,2,2,3,2,2
"27","AN09DI",4,5,2,3,3,2,2
"28","AN09DI",4,44,2,2,2,2,2
"29","AN09DI",4,23,2,3,3,2,2
"30","AN09DI",4,2,6,5,5,1,2
"31","AN09DI",4,66,2,4,4,2,2
"32","AN09DI",4,45,4,5,5,1,2
"33","AN09DI",4,7,2,2,2,2,2
"34","AN09DI",4,50,1,NA,NA,NA,NA
"35","AN09DI",4,29,3,5,2,2,2
"36","AN09DI",4,8,5,5,5,1,1
"37","AN09DI",4,51,2,3,3,2,2
"38","AN09DI",4,30,3,3,3,2,2
"39","AN09DI",4,9,3,3,3,2,2
"40","AN09DI",4,52,2,3,3,2,2
"41","AN09DI",4,31,2,3,3,2,2
"42","AN09DI",4,10,2,3,3,2,2
"43","AN09DI",4,53,3,4,4,2,2
"44","AN09DI",4,57,3,4,4,2,2
"45","AN09DI",4,36,3,2,2,2,2
"46","AN09DI",4,15,5,4,3,1,2
"47","AN09DI",4,58,5,5,5,1,1
"48","AN09DI",4,37,2,2,3,2,2
"49","AN09DI",4,16,4,5,4,2,1
"50","AN09DI",4,59,3,4,4,2,1
"51","AN09DI",4,38,3,4,4,2,2
"52","AN09DI",4,22,2,3,3,2,2
"53","AN09DI",4,74,5,5,5,1,2
"54","AN09DI",4,1,2,3,3,2,2
"55","AN09DI",4,48,2,2,2,2,2
"56","AN09DI",4,27,2,2,2,2,2
"57","AN09DI",4,6,2,5,5,2,1
"58","AN09DI",4,49,3,4,4,2,1
"59","AN09DI",4,28,2,3,3,2,2
"60","AN09DI",4,61,3,5,5,2,1
"61","AN09DI",4,17,3,5,3,2,1
"62","AN09DI",4,60,3,4,4,2,2
"63","AN09DI",4,18,2,3,2,2,2
"64","AN09DI",4,62,2,2,2,2,2
"65","AN09DI",4,41,3,3,3,2,2
"66","AN09DI",4,20,2,5,4,2,1
"67","AN09DI",4,39,3,4,4,2,2
"68","AN09DI",4,71,2,2,4,2,2
"69","AN09DI",4,40,3,4,4,2,1
"70","AN09DI",4,19,4,5,5,2,1
"71","AN11WO",7,5,4,5,5,2,1
"72","AN11WO",7,48,5,5,5,2,1
"73","AN11WO",7,26,3,6,2,2,1
"74","AN11WO",7,6,3,4,4,2,2
"75","AN11WO",7,49,6,5,5,1,1
"76","AN11WO",7,27,3,5,5,2,2
"77","AN11WO",7,10,3,4,5,2,1
"78","AN11WO",7,47,6,6,6,1,1
"79","AN11WO",7,9,3,5,5,2,1
"80","AN11WO",7,28,5,6,5,2,1
"81","AN11WO",7,7,NA,NA,NA,NA,NA
"82","AN11WO",7,57,2,5,5,2,1
"83","AN11WO",7,53,2,4,4,2,1
"84","AN11WO",7,52,2,2,3,2,2
"85","AN11WO",7,31,3,5,5,2,1
"86","AN11WO",7,54,2,5,5,2,2
"87","AN11WO",7,50,6,6,6,1,1
"88","AN11WO",7,32,3,3,4,2,2
"89","AN11WO",7,11,4,5,5,2,1
"90","AN11WO",7,39,3,5,5,2,2
"91","AN11WO",7,30,3,5,5,2,2
"92","AN11WO",7,61,5,6,5,1,1
"93","AN11WO",7,40,3,5,5,2,2
"94","AN11WO",7,19,3,6,4,2,2
"95","AN11WO",7,71,4,5,5,2,1
"96","AN11WO",7,36,5,6,5,2,1
"97","AN11WO",7,15,3,5,5,2,2
"98","AN11WO",7,58,3,5,5,2,1
"99","AN11WO",7,37,3,5,5,2,1
"100","AN11WO",7,16,4,5,5,2,1
"101","AN11WO",7,29,6,6,6,1,1
"102","AN11WO",7,8,2,5,5,2,2
"103","AN11WO",7,51,5,6,5,2,1
"104","AN11WO",7,4,4,5,5,2,1
"105","AN11WO",7,13,3,5,5,2,1
"106","AN11WO",7,56,5,5,5,2,2
"107","AN11WO",7,35,3,5,5,2,2
"108","AN11WO",7,14,3,4,4,2,2
"109","AN11WO",7,62,6,6,6,1,1
"110","AN11WO",7,41,3,4,4,2,1
"111","AN11WO",7,20,5,5,5,2,1
"112","AN11WO",7,72,3,5,5,2,1
"113","AN11WO",7,63,5,5,5,2,1
"114","AN11WO",7,33,2,4,4,2,2
